time,dhw,heating,T_amb,dhw_in_T
2020-01-01 00:00:00,0.0,0.0,2.13,13.61
2020-01-01 00:15:00,0.0,0.0,2.17,13.59
2020-01-01 00:30:00,0.0,0.0,2.22,13.57
2020-01-01 00:45:00,0.0,0.0,2.26,13.55
2020-01-01 01:00:00,0.0,0.0,2.3,13.53
2020-01-01 01:15:00,0.0,0.0,2.34,13.51
2020-01-01 01:30:00,0.0,0.0,2.39,13.49
2020-01-01 01:45:00,0.0,0.0,2.43,13.47
2020-01-01 02:00:00,0.0,0.0,2.47,13.45
2020-01-01 02:15:00,0.00067,0.0,2.47,13.43
2020-01-01 02:30:00,0.0,0.0,2.46,13.41
2020-01-01 02:45:00,0.0,0.0,2.46,13.39
2020-01-01 03:00:00,0.0,0.0,2.45,13.36
2020-01-01 03:15:00,0.0,0.0,2.4,13.34
2020-01-01 03:30:00,0.002,0.0,2.34,13.32
2020-01-01 03:45:00,0.00033,0.0,2.29,13.3
2020-01-01 04:00:00,0.002,0.0,2.23,13.27
2020-01-01 04:15:00,0.0,0.0,2.18,13.25
2020-01-01 04:30:00,0.00067,0.0,2.14,13.23
2020-01-01 04:45:00,0.00033,0.0,2.09,13.2
2020-01-01 05:00:00,0.0016699999999999998,0.0,2.04,13.18
2020-01-01 05:15:00,0.00467,0.0,2.05,13.15
2020-01-01 05:30:00,0.00333,0.0,2.06,13.13
2020-01-01 05:45:00,0.01087,0.0,2.06,13.1
2020-01-01 06:00:00,0.01307,0.004,2.07,13.07
2020-01-01 06:15:00,0.0258,0.008,2.04,13.05
2020-01-01 06:30:00,0.018600000000000002,0.016,2.01,13.02
2020-01-01 06:45:00,0.02007,0.016,1.98,12.99
2020-01-01 07:00:00,0.01847,0.016,1.95,12.97
2020-01-01 07:15:00,0.00907,0.012,1.81,12.94
2020-01-01 07:30:00,0.00507,0.012,1.67,12.91
2020-01-01 07:45:00,0.0092,0.012,1.53,12.88
2020-01-01 08:00:00,0.00567,0.012,1.39,12.85
2020-01-01 08:15:00,0.011130000000000001,0.012,1.38,12.82
2020-01-01 08:30:00,0.011529999999999999,0.004,1.37,12.79
2020-01-01 08:45:00,0.01073,0.008,1.36,12.76
2020-01-01 09:00:00,0.011130000000000001,0.004,1.35,12.74
2020-01-01 09:15:00,0.00647,0.004,1.41,12.7
2020-01-01 09:30:00,0.016730000000000002,0.004,1.47,12.67
2020-01-01 09:45:00,0.0146,0.0,1.53,12.64
2020-01-01 10:00:00,0.00533,0.0,1.59,12.61
2020-01-01 10:15:00,0.0036,0.0,1.7,12.58
2020-01-01 10:30:00,0.00107,0.004,1.81,12.55
2020-01-01 10:45:00,0.0014,0.004,1.92,12.52
2020-01-01 11:00:00,0.00267,0.012,2.03,12.49
2020-01-01 11:15:00,0.00547,0.008,2.15,12.45
2020-01-01 11:30:00,0.00747,0.016,2.27,12.42
2020-01-01 11:45:00,0.008400000000000001,0.02,2.39,12.39
2020-01-01 12:00:00,0.00933,0.016,2.51,12.36
2020-01-01 12:15:00,0.00567,0.02,2.61,12.32
2020-01-01 12:30:00,0.00307,0.008,2.71,12.29
2020-01-01 12:45:00,0.0078,0.012,2.8,12.25
2020-01-01 13:00:00,0.00547,0.012,2.9,12.22
2020-01-01 13:15:00,0.0068,0.008,2.99,12.19
2020-01-01 13:30:00,0.00847,0.008,3.08,12.15
2020-01-01 13:45:00,0.00367,0.008,3.16,12.12
2020-01-01 14:00:00,0.0016699999999999998,0.008,3.25,12.08
2020-01-01 14:15:00,0.00713,0.008,3.24,12.05
2020-01-01 14:30:00,0.009470000000000001,0.008,3.24,12.01
2020-01-01 14:45:00,0.00073,0.004,3.23,11.98
2020-01-01 15:00:00,0.003,0.004,3.22,11.94
2020-01-01 15:15:00,0.01033,0.0,3.0,11.9
2020-01-01 15:30:00,0.00367,0.004,2.78,11.87
2020-01-01 15:45:00,0.011470000000000001,0.008,2.56,11.83
2020-01-01 16:00:00,0.011,0.0,2.34,11.79
2020-01-01 16:15:00,0.0106,0.008,2.11,11.76
2020-01-01 16:30:00,0.003,0.004,1.88,11.72
2020-01-01 16:45:00,0.00267,0.008,1.64,11.68
2020-01-01 17:00:00,0.00433,0.008,1.41,11.65
2020-01-01 17:15:00,0.00233,0.008,1.25,11.61
2020-01-01 17:30:00,0.00107,0.012,1.09,11.57
2020-01-01 17:45:00,0.00267,0.008,0.92,11.53
2020-01-01 18:00:00,0.00707,0.008,0.76,11.49
2020-01-01 18:15:00,0.00233,0.016,0.64,11.46
2020-01-01 18:30:00,0.0014,0.008,0.52,11.42
2020-01-01 18:45:00,0.00233,0.012,0.39,11.38
2020-01-01 19:00:00,0.00033,0.008,0.27,11.34
2020-01-01 19:15:00,0.003,0.012,0.08,11.3
2020-01-01 19:30:00,0.003,0.008,-0.11,11.26
2020-01-01 19:45:00,0.00233,0.008,-0.29,11.22
2020-01-01 20:00:00,0.004,0.004,-0.48,11.19
2020-01-01 20:15:00,0.00133,0.008,-0.52,11.15
2020-01-01 20:30:00,0.0,0.012,-0.55,11.11
2020-01-01 20:45:00,0.00313,0.008,-0.59,11.07
2020-01-01 21:00:00,0.0108,0.008,-0.62,11.03
2020-01-01 21:15:00,0.003,0.008,-0.6,10.99
2020-01-01 21:30:00,0.0,0.004,-0.58,10.95
2020-01-01 21:45:00,0.003,0.004,-0.55,10.91
2020-01-01 22:00:00,0.00067,0.0,-0.53,10.87
2020-01-01 22:15:00,0.0,0.004,-0.56,10.83
2020-01-01 22:30:00,0.0,0.004,-0.6,10.79
2020-01-01 22:45:00,0.0,0.0,-0.63,10.75
2020-01-01 23:00:00,0.0,0.0,-0.66,10.71
2020-01-01 23:15:00,0.0,0.0,-0.71,10.67
2020-01-01 23:30:00,0.0,0.0,-0.75,10.63
2020-01-01 23:45:00,0.0,0.0,-0.8,10.58
2020-01-02 00:00:00,0.0,0.0,10.87,13.7
2020-01-02 00:15:00,0.0,0.0,10.89,13.71
2020-01-02 00:30:00,0.0,0.0,10.9,13.73
2020-01-02 00:45:00,0.0,0.0,10.92,13.74
2020-01-02 01:00:00,0.0,0.0,10.93,13.76
2020-01-02 01:15:00,0.0,0.0,10.91,13.77
2020-01-02 01:30:00,0.0,0.0,10.89,13.78
2020-01-02 01:45:00,0.0,0.0,10.87,13.8
2020-01-02 02:00:00,0.0,0.0,10.85,13.81
2020-01-02 02:15:00,0.0,0.0,10.78,13.82
2020-01-02 02:30:00,0.0,0.0,10.72,13.83
2020-01-02 02:45:00,0.0,0.0,10.65,13.84
2020-01-02 03:00:00,0.0,0.0,10.58,13.86
2020-01-02 03:15:00,0.0,0.0,10.5,13.87
2020-01-02 03:30:00,0.0,0.0,10.43,13.88
2020-01-02 03:45:00,0.0,0.0,10.35,13.89
2020-01-02 04:00:00,0.00133,0.0,10.27,13.9
2020-01-02 04:15:00,0.00033,0.0,10.24,13.91
2020-01-02 04:30:00,0.002,0.0,10.22,13.91
2020-01-02 04:45:00,0.001,0.0,10.19,13.92
2020-01-02 05:00:00,0.00333,0.0,10.16,13.93
2020-01-02 05:15:00,0.009130000000000001,0.0,10.15,13.94
2020-01-02 05:30:00,0.013,0.0,10.14,13.94
2020-01-02 05:45:00,0.0028,0.0,10.13,13.95
2020-01-02 06:00:00,0.00893,0.0,10.12,13.96
2020-01-02 06:15:00,0.01693,0.012,10.13,13.96
2020-01-02 06:30:00,0.01267,0.016,10.14,13.97
2020-01-02 06:45:00,0.01693,0.016,10.15,13.97
2020-01-02 07:00:00,0.0132,0.012,10.16,13.98
2020-01-02 07:15:00,0.02013,0.012,10.24,13.98
2020-01-02 07:30:00,0.01307,0.008,10.32,13.99
2020-01-02 07:45:00,0.02293,0.004,10.39,13.99
2020-01-02 08:00:00,0.01887,0.004,10.47,13.99
2020-01-02 08:15:00,0.01487,0.004,10.5,13.99
2020-01-02 08:30:00,0.01213,0.012,10.54,14.0
2020-01-02 08:45:00,0.0069299999999999995,0.012,10.57,14.0
2020-01-02 09:00:00,0.00747,0.004,10.6,14.0
2020-01-02 09:15:00,0.0076,0.004,10.64,14.0
2020-01-02 09:30:00,0.01067,0.004,10.68,14.0
2020-01-02 09:45:00,0.0064,0.004,10.71,14.0
2020-01-02 10:00:00,0.00893,0.008,10.75,14.0
2020-01-02 10:15:00,0.00393,0.004,10.82,14.0
2020-01-02 10:30:00,0.0146,0.004,10.89,14.0
2020-01-02 10:45:00,0.004,0.004,10.96,14.0
2020-01-02 11:00:00,0.001,0.008,11.03,13.99
2020-01-02 11:15:00,0.0062,0.012,11.03,13.99
2020-01-02 11:30:00,0.004730000000000001,0.02,11.03,13.99
2020-01-02 11:45:00,0.00213,0.016,11.03,13.98
2020-01-02 12:00:00,0.0044,0.016,11.03,13.98
2020-01-02 12:15:00,0.0002,0.016,10.98,13.98
2020-01-02 12:30:00,0.0054,0.008,10.93,13.97
2020-01-02 12:45:00,0.0002,0.004,10.88,13.97
2020-01-02 13:00:00,0.0002,0.004,10.83,13.96
2020-01-02 13:15:00,0.00107,0.0,10.75,13.95
2020-01-02 13:30:00,0.00013000000000000002,0.008,10.67,13.95
2020-01-02 13:45:00,0.0049299999999999995,0.0,10.58,13.94
2020-01-02 14:00:00,0.00667,0.012,10.5,13.93
2020-01-02 14:15:00,0.0035299999999999997,0.004,10.43,13.93
2020-01-02 14:30:00,0.0069299999999999995,0.004,10.36,13.92
2020-01-02 14:45:00,0.0012,0.012,10.29,13.91
2020-01-02 15:00:00,0.00547,0.008,10.22,13.9
2020-01-02 15:15:00,0.002,0.008,10.11,13.89
2020-01-02 15:30:00,0.00113,0.004,10.0,13.88
2020-01-02 15:45:00,0.00367,0.004,9.89,13.87
2020-01-02 16:00:00,0.00233,0.004,9.78,13.86
2020-01-02 16:15:00,0.00647,0.0,9.64,13.85
2020-01-02 16:30:00,0.00433,0.004,9.5,13.84
2020-01-02 16:45:00,0.006,0.0,9.36,13.83
2020-01-02 17:00:00,0.001,0.0,9.22,13.81
2020-01-02 17:15:00,0.00747,0.0,9.09,13.8
2020-01-02 17:30:00,0.009470000000000001,0.004,8.95,13.79
2020-01-02 17:45:00,0.01533,0.004,8.82,13.78
2020-01-02 18:00:00,0.0008,0.004,8.68,13.76
2020-01-02 18:15:00,0.0024,0.016,8.6,13.75
2020-01-02 18:30:00,0.0,0.012,8.53,13.73
2020-01-02 18:45:00,0.012,0.016,8.45,13.72
2020-01-02 19:00:00,0.00833,0.016,8.37,13.7
2020-01-02 19:15:00,0.001,0.008,8.38,13.69
2020-01-02 19:30:00,0.00793,0.012,8.38,13.67
2020-01-02 19:45:00,0.00807,0.012,8.39,13.65
2020-01-02 20:00:00,0.00133,0.008,8.39,13.64
2020-01-02 20:15:00,0.0088,0.008,8.34,13.62
2020-01-02 20:30:00,0.00467,0.004,8.3,13.6
2020-01-02 20:45:00,0.0024,0.012,8.25,13.58
2020-01-02 21:00:00,0.01033,0.0,8.2,13.57
2020-01-02 21:15:00,0.0,0.008,8.15,13.55
2020-01-02 21:30:00,7.000000000000001e-05,0.008,8.1,13.53
2020-01-02 21:45:00,0.00567,0.004,8.04,13.51
2020-01-02 22:00:00,0.0,0.0,7.99,13.49
2020-01-02 22:15:00,7.000000000000001e-05,0.0,8.02,13.47
2020-01-02 22:30:00,0.0,0.0,8.06,13.45
2020-01-02 22:45:00,0.0,0.0,8.09,13.43
2020-01-02 23:00:00,0.0,0.0,8.12,13.4
2020-01-02 23:15:00,0.0,0.0,8.15,13.38
2020-01-02 23:30:00,0.0,0.0,8.19,13.36
2020-01-02 23:45:00,0.0,0.0,8.22,13.34
2020-01-03 00:00:00,0.0,0.0,5.82,6.01
2020-01-03 00:15:00,0.0,0.0,5.78,6.01
2020-01-03 00:30:00,0.0,0.0,5.74,6.0
2020-01-03 00:45:00,0.0,0.0,5.69,6.0
2020-01-03 01:00:00,0.0,0.0,5.65,6.0
2020-01-03 01:15:00,0.0,0.0,5.62,6.0
2020-01-03 01:30:00,0.0,0.0,5.6,6.0
2020-01-03 01:45:00,0.0,0.0,5.57,6.0
2020-01-03 02:00:00,0.0,0.0,5.54,6.0
2020-01-03 02:15:00,0.0,0.0,5.53,6.0
2020-01-03 02:30:00,0.0,0.0,5.53,6.0
2020-01-03 02:45:00,0.0,0.0,5.52,6.0
2020-01-03 03:00:00,0.0,0.0,5.51,6.01
2020-01-03 03:15:00,0.0,0.0,5.51,6.01
2020-01-03 03:30:00,0.0,0.0,5.51,6.01
2020-01-03 03:45:00,0.0,0.0,5.5,6.02
2020-01-03 04:00:00,0.00267,0.0,5.5,6.02
2020-01-03 04:15:00,0.00033,0.0,5.52,6.02
2020-01-03 04:30:00,0.002,0.0,5.53,6.03
2020-01-03 04:45:00,0.00413,0.0,5.55,6.03
2020-01-03 05:00:00,0.0,0.004,5.56,6.04
2020-01-03 05:15:00,0.00613,0.004,5.53,6.05
2020-01-03 05:30:00,0.011800000000000001,0.0,5.5,6.05
2020-01-03 05:45:00,0.001,0.004,5.47,6.06
2020-01-03 06:00:00,0.00547,0.004,5.44,6.07
2020-01-03 06:15:00,0.01293,0.008,5.4,6.07
2020-01-03 06:30:00,0.022269999999999998,0.012,5.35,6.08
2020-01-03 06:45:00,0.027,0.016,5.31,6.09
2020-01-03 07:00:00,0.02047,0.012,5.26,6.1
2020-01-03 07:15:00,0.016730000000000002,0.008,5.35,6.11
2020-01-03 07:30:00,0.01207,0.012,5.44,6.12
2020-01-03 07:45:00,0.022600000000000002,0.004,5.52,6.13
2020-01-03 08:00:00,0.025670000000000002,0.008,5.61,6.14
2020-01-03 08:15:00,0.0134,0.012,5.77,6.15
2020-01-03 08:30:00,0.00827,0.008,5.93,6.16
2020-01-03 08:45:00,0.0062,0.004,6.08,6.17
2020-01-03 09:00:00,0.009869999999999999,0.004,6.24,6.19
2020-01-03 09:15:00,0.0074,0.008,6.37,6.2
2020-01-03 09:30:00,0.00967,0.008,6.5,6.21
2020-01-03 09:45:00,0.00287,0.008,6.63,6.22
2020-01-03 10:00:00,0.00227,0.004,6.76,6.24
2020-01-03 10:15:00,0.01107,0.004,6.9,6.25
2020-01-03 10:30:00,0.007730000000000001,0.008,7.05,6.27
2020-01-03 10:45:00,0.005,0.004,7.19,6.28
2020-01-03 11:00:00,0.0015300000000000001,0.004,7.33,6.3
2020-01-03 11:15:00,0.004200000000000001,0.012,7.5,6.31
2020-01-03 11:30:00,0.004,0.02,7.67,6.33
2020-01-03 11:45:00,0.00227,0.024,7.84,6.35
2020-01-03 12:00:00,0.0016699999999999998,0.012,8.01,6.36
2020-01-03 12:15:00,0.00013000000000000002,0.008,8.2,6.38
2020-01-03 12:30:00,0.0059299999999999995,0.012,8.4,6.4
2020-01-03 12:45:00,0.0025299999999999997,0.016,8.59,6.42
2020-01-03 13:00:00,0.00127,0.004,8.78,6.43
2020-01-03 13:15:00,0.006730000000000001,0.008,8.87,6.45
2020-01-03 13:30:00,0.01213,0.004,8.97,6.47
2020-01-03 13:45:00,0.00313,0.004,9.06,6.49
2020-01-03 14:00:00,0.00447,0.004,9.15,6.51
2020-01-03 14:15:00,0.005730000000000001,0.004,9.2,6.53
2020-01-03 14:30:00,0.00867,0.004,9.26,6.55
2020-01-03 14:45:00,0.00767,0.004,9.31,6.57
2020-01-03 15:00:00,0.0016699999999999998,0.004,9.36,6.59
2020-01-03 15:15:00,0.001,0.0,9.33,6.62
2020-01-03 15:30:00,0.001,0.0,9.29,6.64
2020-01-03 15:45:00,0.00233,0.0,9.26,6.66
2020-01-03 16:00:00,0.00667,0.0,9.22,6.68
2020-01-03 16:15:00,0.00347,0.0,9.06,6.71
2020-01-03 16:30:00,0.00713,0.0,8.9,6.73
2020-01-03 16:45:00,0.00267,0.0,8.73,6.75
2020-01-03 17:00:00,0.0016699999999999998,0.0,8.57,6.78
2020-01-03 17:15:00,0.0028,0.004,8.3,6.8
2020-01-03 17:30:00,0.00713,0.0,8.03,6.83
2020-01-03 17:45:00,0.003,0.0,7.75,6.85
2020-01-03 18:00:00,0.0054,0.004,7.48,6.88
2020-01-03 18:15:00,0.0038,0.012,7.34,6.9
2020-01-03 18:30:00,0.00133,0.012,7.2,6.93
2020-01-03 18:45:00,0.007,0.008,7.05,6.96
2020-01-03 19:00:00,0.00767,0.008,6.91,6.98
2020-01-03 19:15:00,0.0,0.012,6.75,7.01
2020-01-03 19:30:00,0.00733,0.008,6.6,7.04
2020-01-03 19:45:00,0.004,0.008,6.44,7.07
2020-01-03 20:00:00,0.00807,0.004,6.28,7.09
2020-01-03 20:15:00,0.00647,0.004,6.18,7.12
2020-01-03 20:30:00,0.0025299999999999997,0.004,6.07,7.15
2020-01-03 20:45:00,0.00613,0.004,5.97,7.18
2020-01-03 21:00:00,0.00327,0.004,5.86,7.21
2020-01-03 21:15:00,0.01133,0.004,5.8,7.24
2020-01-03 21:30:00,0.00233,0.004,5.75,7.27
2020-01-03 21:45:00,0.005,0.004,5.69,7.3
2020-01-03 22:00:00,0.00447,0.0,5.63,7.33
2020-01-03 22:15:00,0.0,0.0,5.58,7.36
2020-01-03 22:30:00,0.0,0.0,5.52,7.39
2020-01-03 22:45:00,0.0,0.0,5.47,7.42
2020-01-03 23:00:00,0.0,0.0,5.41,7.45
2020-01-03 23:15:00,0.0,0.0,5.33,7.49
2020-01-03 23:30:00,0.0,0.0,5.25,7.52
2020-01-03 23:45:00,0.00067,0.0,5.17,7.55
2020-01-04 00:00:00,0.0,0.0,-1.12,7.53
2020-01-04 00:15:00,0.0,0.0,-1.32,7.5
2020-01-04 00:30:00,0.0,0.0,-1.53,7.46
2020-01-04 00:45:00,0.0,0.0,-1.73,7.43
2020-01-04 01:00:00,0.0,0.0,-1.93,7.4
2020-01-04 01:15:00,0.0,0.0,-2.05,7.37
2020-01-04 01:30:00,0.0,0.0,-2.17,7.34
2020-01-04 01:45:00,0.0,0.0,-2.29,7.31
2020-01-04 02:00:00,0.0,0.0,-2.41,7.28
2020-01-04 02:15:00,0.0,0.0,-2.37,7.25
2020-01-04 02:30:00,0.0,0.0,-2.33,7.22
2020-01-04 02:45:00,0.0,0.0,-2.29,7.19
2020-01-04 03:00:00,0.0,0.0,-2.25,7.16
2020-01-04 03:15:00,0.0,0.0,-2.15,7.13
2020-01-04 03:30:00,0.0,0.0,-2.06,7.1
2020-01-04 03:45:00,0.00033,0.0,-1.96,7.07
2020-01-04 04:00:00,0.00267,0.0,-1.86,7.05
2020-01-04 04:15:00,0.004,0.0,-1.69,7.02
2020-01-04 04:30:00,0.0016699999999999998,0.0,-1.52,6.99
2020-01-04 04:45:00,0.0,0.0,-1.34,6.97
2020-01-04 05:00:00,0.004,0.0,-1.17,6.94
2020-01-04 05:15:00,0.00233,0.0,-1.01,6.91
2020-01-04 05:30:00,0.00733,0.0,-0.85,6.89
2020-01-04 05:45:00,0.0024,0.004,-0.68,6.86
2020-01-04 06:00:00,0.013130000000000001,0.008,-0.52,6.84
2020-01-04 06:15:00,0.0156,0.012,-0.36,6.81
2020-01-04 06:30:00,0.009269999999999999,0.012,-0.2,6.79
2020-01-04 06:45:00,0.01247,0.016,-0.03,6.76
2020-01-04 07:00:00,0.02,0.004,0.13,6.74
2020-01-04 07:15:00,0.01453,0.004,0.62,6.71
2020-01-04 07:30:00,0.0176,0.004,1.1,6.69
2020-01-04 07:45:00,0.011269999999999999,0.008,1.59,6.67
2020-01-04 08:00:00,0.01693,0.008,2.07,6.65
2020-01-04 08:15:00,0.00767,0.008,2.38,6.62
2020-01-04 08:30:00,0.00087,0.004,2.69,6.6
2020-01-04 08:45:00,0.0024700000000000004,0.004,2.99,6.58
2020-01-04 09:00:00,0.0016699999999999998,0.0,3.3,6.56
2020-01-04 09:15:00,0.001,0.0,3.77,6.54
2020-01-04 09:30:00,0.001,0.0,4.24,6.52
2020-01-04 09:45:00,0.00547,0.0,4.71,6.5
2020-01-04 10:00:00,0.00433,0.0,5.18,6.48
2020-01-04 10:15:00,0.003,0.0,5.57,6.46
2020-01-04 10:30:00,0.00067,0.004,5.96,6.44
2020-01-04 10:45:00,0.0,0.0,6.34,6.42
2020-01-04 11:00:00,0.001,0.004,6.73,6.4
2020-01-04 11:15:00,0.001,0.008,6.95,6.39
2020-01-04 11:30:00,0.00333,0.004,7.17,6.37
2020-01-04 11:45:00,0.00713,0.0,7.38,6.35
2020-01-04 12:00:00,0.002,0.004,7.6,6.33
2020-01-04 12:15:00,0.004730000000000001,0.004,7.65,6.32
2020-01-04 12:30:00,0.00033,0.0,7.71,6.3
2020-01-04 12:45:00,0.01333,0.004,7.76,6.29
2020-01-04 13:00:00,0.00667,0.008,7.81,6.27
2020-01-04 13:15:00,0.002,0.004,7.86,6.26
2020-01-04 13:30:00,7.000000000000001e-05,0.004,7.91,6.24
2020-01-04 13:45:00,0.00333,0.008,7.96,6.23
2020-01-04 14:00:00,0.00333,0.004,8.01,6.22
2020-01-04 14:15:00,0.00847,0.004,8.0,6.2
2020-01-04 14:30:00,0.00067,0.008,7.98,6.19
2020-01-04 14:45:00,0.0,0.004,7.97,6.18
2020-01-04 15:00:00,0.004,0.004,7.95,6.17
2020-01-04 15:15:00,0.001,0.0,7.86,6.15
2020-01-04 15:30:00,0.0,0.004,7.76,6.14
2020-01-04 15:45:00,0.0,0.004,7.67,6.13
2020-01-04 16:00:00,0.00267,0.004,7.57,6.12
2020-01-04 16:15:00,0.0069299999999999995,0.004,7.54,6.11
2020-01-04 16:30:00,0.01033,0.0,7.5,6.1
2020-01-04 16:45:00,0.0016699999999999998,0.0,7.47,6.09
2020-01-04 17:00:00,0.00413,0.004,7.43,6.08
2020-01-04 17:15:00,0.00067,0.008,7.23,6.08
2020-01-04 17:30:00,0.00227,0.0,7.04,6.07
2020-01-04 17:45:00,0.00433,0.004,6.84,6.06
2020-01-04 18:00:00,0.00347,0.012,6.64,6.05
2020-01-04 18:15:00,0.004,0.004,6.41,6.05
2020-01-04 18:30:00,0.00013000000000000002,0.008,6.18,6.04
2020-01-04 18:45:00,0.00467,0.02,5.95,6.04
2020-01-04 19:00:00,0.00467,0.016,5.72,6.03
2020-01-04 19:15:00,0.00033,0.008,5.48,6.03
2020-01-04 19:30:00,0.00793,0.008,5.24,6.02
2020-01-04 19:45:00,0.01067,0.004,5.0,6.02
2020-01-04 20:00:00,0.00733,0.012,4.76,6.01
2020-01-04 20:15:00,0.00873,0.012,4.57,6.01
2020-01-04 20:30:00,0.00833,0.008,4.37,6.01
2020-01-04 20:45:00,0.00967,0.004,4.18,6.01
2020-01-04 21:00:00,0.00067,0.004,3.98,6.0
2020-01-04 21:15:00,0.00067,0.004,3.83,6.0
2020-01-04 21:30:00,0.00107,0.008,3.69,6.0
2020-01-04 21:45:00,0.0,0.004,3.54,6.0
2020-01-04 22:00:00,0.00033,0.004,3.39,6.0
2020-01-04 22:15:00,0.0,0.0,3.28,6.0
2020-01-04 22:30:00,0.0,0.0,3.17,6.0
2020-01-04 22:45:00,0.0,0.0,3.06,6.0
2020-01-04 23:00:00,0.0,0.0,2.95,6.0
2020-01-04 23:15:00,0.0,0.0,2.85,6.01
2020-01-04 23:30:00,0.0,0.0,2.76,6.01
2020-01-04 23:45:00,0.0,0.0,2.66,6.01
2020-01-05 00:00:00,0.0,0.0,8.76,13.67
2020-01-05 00:15:00,0.0,0.0,8.69,13.65
2020-01-05 00:30:00,0.0,0.0,8.63,13.63
2020-01-05 00:45:00,0.0,0.0,8.56,13.62
2020-01-05 01:00:00,0.0,0.0,8.49,13.6
2020-01-05 01:15:00,0.0,0.0,8.55,13.58
2020-01-05 01:30:00,0.0,0.0,8.61,13.56
2020-01-05 01:45:00,0.0,0.0,8.67,13.54
2020-01-05 02:00:00,0.0,0.0,8.73,13.53
2020-01-05 02:15:00,0.0,0.0,8.76,13.51
2020-01-05 02:30:00,0.0,0.0,8.8,13.49
2020-01-05 02:45:00,0.0,0.0,8.83,13.47
2020-01-05 03:00:00,0.0,0.0,8.86,13.44
2020-01-05 03:15:00,0.0,0.0,8.79,13.42
2020-01-05 03:30:00,0.0,0.0,8.73,13.4
2020-01-05 03:45:00,0.0,0.0,8.66,13.38
2020-01-05 04:00:00,0.003,0.0,8.59,13.36
2020-01-05 04:15:00,0.003,0.0,8.46,13.34
2020-01-05 04:30:00,0.0026,0.0,8.34,13.31
2020-01-05 04:45:00,0.00067,0.0,8.21,13.29
2020-01-05 05:00:00,0.00367,0.0,8.08,13.27
2020-01-05 05:15:00,0.00667,0.0,8.12,13.24
2020-01-05 05:30:00,0.00067,0.0,8.16,13.22
2020-01-05 05:45:00,0.0024700000000000004,0.0,8.2,13.19
2020-01-05 06:00:00,0.0008,0.004,8.24,13.17
2020-01-05 06:15:00,0.011869999999999999,0.008,8.37,13.14
2020-01-05 06:30:00,0.02693,0.012,8.5,13.12
2020-01-05 06:45:00,0.015130000000000001,0.012,8.62,13.09
2020-01-05 07:00:00,0.0132,0.012,8.75,13.07
2020-01-05 07:15:00,0.013800000000000002,0.008,8.99,13.04
2020-01-05 07:30:00,0.025670000000000002,0.008,9.23,13.01
2020-01-05 07:45:00,0.02053,0.008,9.46,12.98
2020-01-05 08:00:00,0.03293,0.008,9.7,12.96
2020-01-05 08:15:00,0.0144,0.012,9.91,12.93
2020-01-05 08:30:00,0.01227,0.008,10.12,12.9
2020-01-05 08:45:00,0.00753,0.008,10.33,12.87
2020-01-05 09:00:00,0.008,0.008,10.54,12.84
2020-01-05 09:15:00,0.011800000000000001,0.012,10.84,12.82
2020-01-05 09:30:00,0.00647,0.016,11.14,12.79
2020-01-05 09:45:00,0.00707,0.016,11.43,12.76
2020-01-05 10:00:00,0.0066,0.012,11.73,12.73
2020-01-05 10:15:00,0.00513,0.012,11.96,12.7
2020-01-05 10:30:00,0.0,0.012,12.18,12.67
2020-01-05 10:45:00,0.005,0.008,12.41,12.63
2020-01-05 11:00:00,0.005,0.008,12.63,12.6
2020-01-05 11:15:00,0.00033,0.008,12.88,12.57
2020-01-05 11:30:00,0.002,0.012,13.13,12.54
2020-01-05 11:45:00,0.0028,0.012,13.37,12.51
2020-01-05 12:00:00,0.00547,0.012,13.62,12.48
2020-01-05 12:15:00,0.0015300000000000001,0.004,13.74,12.44
2020-01-05 12:30:00,0.00267,0.004,13.87,12.41
2020-01-05 12:45:00,0.0048,0.008,13.99,12.38
2020-01-05 13:00:00,0.00533,0.008,14.11,12.35
2020-01-05 13:15:00,0.00267,0.008,13.77,12.31
2020-01-05 13:30:00,0.00533,0.008,13.42,12.28
2020-01-05 13:45:00,0.005,0.008,13.08,12.24
2020-01-05 14:00:00,0.00233,0.008,12.73,12.21
2020-01-05 14:15:00,0.0064,0.008,12.96,12.18
2020-01-05 14:30:00,0.00333,0.016,13.19,12.14
2020-01-05 14:45:00,0.00047,0.012,13.42,12.11
2020-01-05 15:00:00,0.005,0.012,13.65,12.07
2020-01-05 15:15:00,0.006,0.016,13.7,12.04
2020-01-05 15:30:00,0.00013000000000000002,0.016,13.76,12.0
2020-01-05 15:45:00,0.00413,0.008,13.81,11.97
2020-01-05 16:00:00,0.00867,0.012,13.86,11.93
2020-01-05 16:15:00,0.002,0.008,13.25,11.89
2020-01-05 16:30:00,0.00233,0.004,12.63,11.86
2020-01-05 16:45:00,0.00033,0.004,12.02,11.82
2020-01-05 17:00:00,0.00767,0.0,11.4,11.78
2020-01-05 17:15:00,0.00467,0.0,11.28,11.75
2020-01-05 17:30:00,0.00333,0.004,11.15,11.71
2020-01-05 17:45:00,0.00113,0.0,11.03,11.67
2020-01-05 18:00:00,0.004070000000000001,0.004,10.9,11.64
2020-01-05 18:15:00,0.0,0.008,10.89,11.6
2020-01-05 18:30:00,0.0,0.004,10.88,11.56
2020-01-05 18:45:00,0.00433,0.0,10.86,11.52
2020-01-05 19:00:00,0.00133,0.0,10.85,11.48
