time,time,G
2024-06-16 20:00:00,2024-06-16 20:00:00,0.0
2024-06-16 21:00:00,2024-06-16 21:00:00,0.0
2024-06-16 22:00:00,2024-06-16 22:00:00,0.0
2024-06-16 23:00:00,2024-06-16 23:00:00,0.0
2024-06-17 00:00:00,2024-06-17 00:00:00,0.0
2024-06-17 01:00:00,2024-06-17 01:00:00,0.0
2024-06-17 02:00:00,2024-06-17 02:00:00,0.0
2024-06-17 03:00:00,2024-06-17 03:00:00,0.0
2024-06-17 04:00:00,2024-06-17 04:00:00,0.0
2024-06-17 05:00:00,2024-06-17 05:00:00,0.0
2024-06-17 06:00:00,2024-06-17 06:00:00,67.0
2024-06-17 07:00:00,2024-06-17 07:00:00,220.05
2024-06-17 08:00:00,2024-06-17 08:00:00,404.35
2024-06-17 09:00:00,2024-06-17 09:00:00,619.88
2024-06-17 10:00:00,2024-06-17 10:00:00,740.6
2024-06-17 11:00:00,2024-06-17 11:00:00,852.45
2024-06-17 12:00:00,2024-06-17 12:00:00,863.03
2024-06-17 13:00:00,2024-06-17 13:00:00,814.97
2024-06-17 14:00:00,2024-06-17 14:00:00,680.22
2024-06-17 15:00:00,2024-06-17 15:00:00,503.98
2024-06-17 16:00:00,2024-06-17 16:00:00,289.2
2024-06-17 17:00:00,2024-06-17 17:00:00,99.0
2024-06-17 18:00:00,2024-06-17 18:00:00,0.0
2024-06-17 19:00:00,2024-06-17 19:00:00,0.0
2024-06-17 20:00:00,2024-06-17 20:00:00,0.0
2024-06-17 21:00:00,2024-06-17 21:00:00,0.0
2024-06-17 22:00:00,2024-06-17 22:00:00,0.0
2024-06-17 23:00:00,2024-06-17 23:00:00,0.0
2024-06-18 00:00:00,2024-06-18 00:00:00,0.0
2024-06-18 01:00:00,2024-06-18 01:00:00,0.0
2024-06-18 02:00:00,2024-06-18 02:00:00,0.0
2024-06-18 03:00:00,2024-06-18 03:00:00,0.0
2024-06-18 04:00:00,2024-06-18 04:00:00,0.0
2024-06-18 05:00:00,2024-06-18 05:00:00,0.0
2024-06-18 06:00:00,2024-06-18 06:00:00,46.05
2024-06-18 07:00:00,2024-06-18 07:00:00,147.38
2024-06-18 08:00:00,2024-06-18 08:00:00,273.83
2024-06-18 09:00:00,2024-06-18 09:00:00,447.08
2024-06-18 10:00:00,2024-06-18 10:00:00,623.22
2024-06-18 11:00:00,2024-06-18 11:00:00,698.53
2024-06-18 12:00:00,2024-06-18 12:00:00,644.83
2024-06-18 13:00:00,2024-06-18 13:00:00,583.83
2024-06-18 14:00:00,2024-06-18 14:00:00,312.15
2024-06-18 15:00:00,2024-06-18 15:00:00,246.6
2024-06-18 16:00:00,2024-06-18 16:00:00,134.7
2024-06-18 17:00:00,2024-06-18 17:00:00,51.78
2024-06-18 18:00:00,2024-06-18 18:00:00,0.0
2024-06-18 19:00:00,2024-06-18 19:00:00,0.0
2024-06-18 20:00:00,2024-06-18 20:00:00,0.0
2024-06-18 21:00:00,2024-06-18 21:00:00,0.0
2024-06-18 22:00:00,2024-06-18 22:00:00,0.0
2024-06-18 23:00:00,2024-06-18 23:00:00,0.0
2024-06-19 00:00:00,2024-06-19 00:00:00,0.0
2024-06-19 01:00:00,2024-06-19 01:00:00,0.0
2024-06-19 02:00:00,2024-06-19 02:00:00,0.0
2024-06-19 03:00:00,2024-06-19 03:00:00,0.0
2024-06-19 04:00:00,2024-06-19 04:00:00,0.0
2024-06-19 05:00:00,2024-06-19 05:00:00,0.0
2024-06-19 06:00:00,2024-06-19 06:00:00,58.25
2024-06-19 07:00:00,2024-06-19 07:00:00,182.45
2024-06-19 08:00:00,2024-06-19 08:00:00,336.05
2024-06-19 09:00:00,2024-06-19 09:00:00,508.67
2024-06-19 10:00:00,2024-06-19 10:00:00,603.53
2024-06-19 11:00:00,2024-06-19 11:00:00,640.75
2024-06-19 12:00:00,2024-06-19 12:00:00,633.22
2024-06-19 13:00:00,2024-06-19 13:00:00,571.15
2024-06-19 14:00:00,2024-06-19 14:00:00,415.77
2024-06-19 15:00:00,2024-06-19 15:00:00,252.12
2024-06-19 16:00:00,2024-06-19 16:00:00,139.93
2024-06-19 17:00:00,2024-06-19 17:00:00,48.1
2024-06-19 18:00:00,2024-06-19 18:00:00,0.0
2024-06-19 19:00:00,2024-06-19 19:00:00,0.0
2024-06-19 20:00:00,2024-06-19 20:00:00,0.0
2024-06-19 21:00:00,2024-06-19 21:00:00,0.0
2024-06-19 22:00:00,2024-06-19 22:00:00,0.0
2024-06-19 23:00:00,2024-06-19 23:00:00,0.0
2024-06-20 00:00:00,2024-06-20 00:00:00,0.0
2024-06-20 01:00:00,2024-06-20 01:00:00,0.0
2024-06-20 02:00:00,2024-06-20 02:00:00,0.0
2024-06-20 03:00:00,2024-06-20 03:00:00,0.0
2024-06-20 04:00:00,2024-06-20 04:00:00,0.0
2024-06-20 05:00:00,2024-06-20 05:00:00,0.0
2024-06-20 06:00:00,2024-06-20 06:00:00,60.22
2024-06-20 07:00:00,2024-06-20 07:00:00,188.7
2024-06-20 08:00:00,2024-06-20 08:00:00,360.7
2024-06-20 09:00:00,2024-06-20 09:00:00,503.9
2024-06-20 10:00:00,2024-06-20 10:00:00,599.0
2024-06-20 11:00:00,2024-06-20 11:00:00,699.33
2024-06-20 12:00:00,2024-06-20 12:00:00,759.08
2024-06-20 13:00:00,2024-06-20 13:00:00,700.25
2024-06-20 14:00:00,2024-06-20 14:00:00,563.75
2024-06-20 15:00:00,2024-06-20 15:00:00,431.33
2024-06-20 16:00:00,2024-06-20 16:00:00,240.25
2024-06-20 17:00:00,2024-06-20 17:00:00,81.38
2024-06-20 18:00:00,2024-06-20 18:00:00,0.0
2024-06-20 19:00:00,2024-06-20 19:00:00,0.0
2024-06-20 20:00:00,2024-06-20 20:00:00,0.0
2024-06-20 21:00:00,2024-06-20 21:00:00,0.0
2024-06-20 22:00:00,2024-06-20 22:00:00,0.0
2024-06-20 23:00:00,2024-06-20 23:00:00,0.0
2024-06-21 00:00:00,2024-06-21 00:00:00,0.0
2024-06-21 01:00:00,2024-06-21 01:00:00,0.0
2024-06-21 02:00:00,2024-06-21 02:00:00,0.0
2024-06-21 03:00:00,2024-06-21 03:00:00,0.0
2024-06-21 04:00:00,2024-06-21 04:00:00,0.0
2024-06-21 05:00:00,2024-06-21 05:00:00,0.0
2024-06-21 06:00:00,2024-06-21 06:00:00,64.68
2024-06-21 07:00:00,2024-06-21 07:00:00,226.52
2024-06-21 08:00:00,2024-06-21 08:00:00,411.85
2024-06-21 09:00:00,2024-06-21 09:00:00,555.12
2024-06-21 10:00:00,2024-06-21 10:00:00,653.97
2024-06-21 11:00:00,2024-06-21 11:00:00,726.12
2024-06-21 12:00:00,2024-06-21 12:00:00,707.5
2024-06-21 13:00:00,2024-06-21 13:00:00,574.22
2024-06-21 14:00:00,2024-06-21 14:00:00,432.83
2024-06-21 15:00:00,2024-06-21 15:00:00,272.52
2024-06-21 16:00:00,2024-06-21 16:00:00,162.23
2024-06-21 17:00:00,2024-06-21 17:00:00,56.35
2024-06-21 18:00:00,2024-06-21 18:00:00,0.0
2024-06-21 19:00:00,2024-06-21 19:00:00,0.0
2024-06-21 20:00:00,2024-06-21 20:00:00,0.0
2024-06-21 21:00:00,2024-06-21 21:00:00,0.0
2024-06-21 22:00:00,2024-06-21 22:00:00,0.0
2024-06-21 23:00:00,2024-06-21 23:00:00,0.0
2024-06-22 00:00:00,2024-06-22 00:00:00,0.0
2024-06-22 01:00:00,2024-06-22 01:00:00,0.0
2024-06-22 02:00:00,2024-06-22 02:00:00,0.0
2024-06-22 03:00:00,2024-06-22 03:00:00,0.0
2024-06-22 04:00:00,2024-06-22 04:00:00,0.0
2024-06-22 05:00:00,2024-06-22 05:00:00,0.0
2024-06-22 06:00:00,2024-06-22 06:00:00,38.65
2024-06-22 07:00:00,2024-06-22 07:00:00,132.25
2024-06-22 08:00:00,2024-06-22 08:00:00,271.65
2024-06-22 09:00:00,2024-06-22 09:00:00,421.6
2024-06-22 10:00:00,2024-06-22 10:00:00,424.77
2024-06-22 11:00:00,2024-06-22 11:00:00,534.2
2024-06-22 12:00:00,2024-06-22 12:00:00,626.4
2024-06-22 13:00:00,2024-06-22 13:00:00,707.25
2024-06-22 14:00:00,2024-06-22 14:00:00,553.33
2024-06-22 15:00:00,2024-06-22 15:00:00,414.1
2024-06-22 16:00:00,2024-06-22 16:00:00,234.98
2024-06-22 17:00:00,2024-06-22 17:00:00,85.8
2024-06-22 18:00:00,2024-06-22 18:00:00,0.0
2024-06-22 19:00:00,2024-06-22 19:00:00,0.0
2024-06-22 20:00:00,2024-06-22 20:00:00,0.0
2024-06-22 21:00:00,2024-06-22 21:00:00,0.0
2024-06-22 22:00:00,2024-06-22 22:00:00,0.0
2024-06-22 23:00:00,2024-06-22 23:00:00,0.0
2024-06-23 00:00:00,2024-06-23 00:00:00,0.0
2024-06-23 01:00:00,2024-06-23 01:00:00,0.0
2024-06-23 02:00:00,2024-06-23 02:00:00,0.0
2024-06-23 03:00:00,2024-06-23 03:00:00,0.0
2024-06-23 04:00:00,2024-06-23 04:00:00,0.0
2024-06-23 05:00:00,2024-06-23 05:00:00,0.0
2024-06-23 06:00:00,2024-06-23 06:00:00,38.3
2024-06-23 07:00:00,2024-06-23 07:00:00,140.48
2024-06-23 08:00:00,2024-06-23 08:00:00,288.88
2024-06-23 09:00:00,2024-06-23 09:00:00,485.75
2024-06-23 10:00:00,2024-06-23 10:00:00,579.4
2024-06-23 11:00:00,2024-06-23 11:00:00,721.53
2024-06-23 12:00:00,2024-06-23 12:00:00,567.0
2024-06-23 13:00:00,2024-06-23 13:00:00,591.85
2024-06-23 14:00:00,2024-06-23 14:00:00,497.65
2024-06-23 15:00:00,2024-06-23 15:00:00,372.65
2024-06-23 16:00:00,2024-06-23 16:00:00,209.43
2024-06-23 17:00:00,2024-06-23 17:00:00,71.95
2024-06-23 18:00:00,2024-06-23 18:00:00,0.0
2024-06-23 19:00:00,2024-06-23 19:00:00,0.0
2024-06-23 20:00:00,2024-06-23 20:00:00,0.0
2024-06-23 21:00:00,2024-06-23 21:00:00,0.0
2024-06-23 22:00:00,2024-06-23 22:00:00,0.0
2024-06-23 23:00:00,2024-06-23 23:00:00,0.0
2024-06-24 00:00:00,2024-06-24 00:00:00,0.0
2024-06-24 01:00:00,2024-06-24 01:00:00,0.0
2024-06-24 02:00:00,2024-06-24 02:00:00,0.0
2024-06-24 03:00:00,2024-06-24 03:00:00,0.0
2024-06-24 04:00:00,2024-06-24 04:00:00,0.0
2024-06-24 05:00:00,2024-06-24 05:00:00,0.0
2024-06-24 06:00:00,2024-06-24 06:00:00,49.15
2024-06-24 07:00:00,2024-06-24 07:00:00,175.35
2024-06-24 08:00:00,2024-06-24 08:00:00,334.48
2024-06-24 09:00:00,2024-06-24 09:00:00,462.48
2024-06-24 10:00:00,2024-06-24 10:00:00,537.17
2024-06-24 11:00:00,2024-06-24 11:00:00,660.62
2024-06-24 12:00:00,2024-06-24 12:00:00,790.08
2024-06-24 13:00:00,2024-06-24 13:00:00,720.53
2024-06-24 14:00:00,2024-06-24 14:00:00,589.0
2024-06-24 15:00:00,2024-06-24 15:00:00,435.52
2024-06-24 16:00:00,2024-06-24 16:00:00,250.95
2024-06-24 17:00:00,2024-06-24 17:00:00,93.12
2024-06-24 18:00:00,2024-06-24 18:00:00,0.0
2024-06-24 19:00:00,2024-06-24 19:00:00,0.0
2024-06-24 20:00:00,2024-06-24 20:00:00,0.0
2024-06-24 21:00:00,2024-06-24 21:00:00,0.0
2024-06-24 22:00:00,2024-06-24 22:00:00,0.0
2024-06-24 23:00:00,2024-06-24 23:00:00,0.0
2024-06-25 00:00:00,2024-06-25 00:00:00,0.0
2024-06-25 01:00:00,2024-06-25 01:00:00,0.0
2024-06-25 02:00:00,2024-06-25 02:00:00,0.0
2024-06-25 03:00:00,2024-06-25 03:00:00,0.0
2024-06-25 04:00:00,2024-06-25 04:00:00,0.0
2024-06-25 05:00:00,2024-06-25 05:00:00,0.0
2024-06-25 06:00:00,2024-06-25 06:00:00,37.22
2024-06-25 07:00:00,2024-06-25 07:00:00,138.2
2024-06-25 08:00:00,2024-06-25 08:00:00,281.85
2024-06-25 09:00:00,2024-06-25 09:00:00,389.73
2024-06-25 10:00:00,2024-06-25 10:00:00,605.8
2024-06-25 11:00:00,2024-06-25 11:00:00,809.15
2024-06-25 12:00:00,2024-06-25 12:00:00,825.47
2024-06-25 13:00:00,2024-06-25 13:00:00,705.33
2024-06-25 14:00:00,2024-06-25 14:00:00,509.38
2024-06-25 15:00:00,2024-06-25 15:00:00,434.52
2024-06-25 16:00:00,2024-06-25 16:00:00,247.45
2024-06-25 17:00:00,2024-06-25 17:00:00,90.15
2024-06-25 18:00:00,2024-06-25 18:00:00,0.0
2024-06-25 19:00:00,2024-06-25 19:00:00,0.0
2024-06-25 20:00:00,2024-06-25 20:00:00,0.0
2024-06-25 21:00:00,2024-06-25 21:00:00,0.0
2024-06-25 22:00:00,2024-06-25 22:00:00,0.0
2024-06-25 23:00:00,2024-06-25 23:00:00,0.0
2024-06-26 00:00:00,2024-06-26 00:00:00,0.0
2024-06-26 01:00:00,2024-06-26 01:00:00,0.0
2024-06-26 02:00:00,2024-06-26 02:00:00,0.0
2024-06-26 03:00:00,2024-06-26 03:00:00,0.0
2024-06-26 04:00:00,2024-06-26 04:00:00,0.0
2024-06-26 05:00:00,2024-06-26 05:00:00,0.0
2024-06-26 06:00:00,2024-06-26 06:00:00,56.62
2024-06-26 07:00:00,2024-06-26 07:00:00,190.32
2024-06-26 08:00:00,2024-06-26 08:00:00,396.17
2024-06-26 09:00:00,2024-06-26 09:00:00,611.08
2024-06-26 10:00:00,2024-06-26 10:00:00,659.33
2024-06-26 11:00:00,2024-06-26 11:00:00,727.62
2024-06-26 12:00:00,2024-06-26 12:00:00,660.65
2024-06-26 13:00:00,2024-06-26 13:00:00,569.72
2024-06-26 14:00:00,2024-06-26 14:00:00,496.95
2024-06-26 15:00:00,2024-06-26 15:00:00,387.02
2024-06-26 16:00:00,2024-06-26 16:00:00,210.55
2024-06-26 17:00:00,2024-06-26 17:00:00,75.9
2024-06-26 18:00:00,2024-06-26 18:00:00,0.0
2024-06-26 19:00:00,2024-06-26 19:00:00,0.0
2024-06-26 20:00:00,2024-06-26 20:00:00,0.0
2024-06-26 21:00:00,2024-06-26 21:00:00,0.0
2024-06-26 22:00:00,2024-06-26 22:00:00,0.0
2024-06-26 23:00:00,2024-06-26 23:00:00,0.0
2024-06-27 00:00:00,2024-06-27 00:00:00,0.0
2024-06-27 01:00:00,2024-06-27 01:00:00,0.0
2024-06-27 02:00:00,2024-06-27 02:00:00,0.0
2024-06-27 03:00:00,2024-06-27 03:00:00,0.0
2024-06-27 04:00:00,2024-06-27 04:00:00,0.0
2024-06-27 05:00:00,2024-06-27 05:00:00,0.0
2024-06-27 06:00:00,2024-06-27 06:00:00,58.03
2024-06-27 07:00:00,2024-06-27 07:00:00,199.55
2024-06-27 08:00:00,2024-06-27 08:00:00,390.05
2024-06-27 09:00:00,2024-06-27 09:00:00,576.08
2024-06-27 10:00:00,2024-06-27 10:00:00,674.2
2024-06-27 11:00:00,2024-06-27 11:00:00,646.67
2024-06-27 12:00:00,2024-06-27 12:00:00,621.28
2024-06-27 13:00:00,2024-06-27 13:00:00,495.4
2024-06-27 14:00:00,2024-06-27 14:00:00,417.1
2024-06-27 15:00:00,2024-06-27 15:00:00,329.75
2024-06-27 16:00:00,2024-06-27 16:00:00,184.25
2024-06-27 17:00:00,2024-06-27 17:00:00,66.35
2024-06-27 18:00:00,2024-06-27 18:00:00,0.0
2024-06-27 19:00:00,2024-06-27 19:00:00,0.0
2024-06-27 20:00:00,2024-06-27 20:00:00,0.0
2024-06-27 21:00:00,2024-06-27 21:00:00,0.0
2024-06-27 22:00:00,2024-06-27 22:00:00,0.0
2024-06-27 23:00:00,2024-06-27 23:00:00,0.0
2024-06-28 00:00:00,2024-06-28 00:00:00,0.0
2024-06-28 01:00:00,2024-06-28 01:00:00,0.0
2024-06-28 02:00:00,2024-06-28 02:00:00,0.0
2024-06-28 03:00:00,2024-06-28 03:00:00,0.0
2024-06-28 04:00:00,2024-06-28 04:00:00,0.0
2024-06-28 05:00:00,2024-06-28 05:00:00,0.0
2024-06-28 06:00:00,2024-06-28 06:00:00,31.75
2024-06-28 07:00:00,2024-06-28 07:00:00,109.2
2024-06-28 08:00:00,2024-06-28 08:00:00,209.52
2024-06-28 09:00:00,2024-06-28 09:00:00,311.17
2024-06-28 10:00:00,2024-06-28 10:00:00,431.25
2024-06-28 11:00:00,2024-06-28 11:00:00,535.1
2024-06-28 12:00:00,2024-06-28 12:00:00,658.35
2024-06-28 13:00:00,2024-06-28 13:00:00,589.75
2024-06-28 14:00:00,2024-06-28 14:00:00,404.2
2024-06-28 15:00:00,2024-06-28 15:00:00,334.62
2024-06-28 16:00:00,2024-06-28 16:00:00,190.07
2024-06-28 17:00:00,2024-06-28 17:00:00,70.38
2024-06-28 18:00:00,2024-06-28 18:00:00,0.0
2024-06-28 19:00:00,2024-06-28 19:00:00,0.0
2024-06-28 20:00:00,2024-06-28 20:00:00,0.0
2024-06-28 21:00:00,2024-06-28 21:00:00,0.0
2024-06-28 22:00:00,2024-06-28 22:00:00,0.0
2024-06-28 23:00:00,2024-06-28 23:00:00,0.0
2024-06-29 00:00:00,2024-06-29 00:00:00,0.0
2024-06-29 01:00:00,2024-06-29 01:00:00,0.0
2024-06-29 02:00:00,2024-06-29 02:00:00,0.0
2024-06-29 03:00:00,2024-06-29 03:00:00,0.0
2024-06-29 04:00:00,2024-06-29 04:00:00,0.0
2024-06-29 05:00:00,2024-06-29 05:00:00,0.0
2024-06-29 06:00:00,2024-06-29 06:00:00,51.1
2024-06-29 07:00:00,2024-06-29 07:00:00,172.02
2024-06-29 08:00:00,2024-06-29 08:00:00,331.1
2024-06-29 09:00:00,2024-06-29 09:00:00,519.85
2024-06-29 10:00:00,2024-06-29 10:00:00,659.9
2024-06-29 11:00:00,2024-06-29 11:00:00,764.38
2024-06-29 12:00:00,2024-06-29 12:00:00,772.53
2024-06-29 13:00:00,2024-06-29 13:00:00,721.45
2024-06-29 14:00:00,2024-06-29 14:00:00,609.95
2024-06-29 15:00:00,2024-06-29 15:00:00,363.83
2024-06-29 16:00:00,2024-06-29 16:00:00,215.3
2024-06-29 17:00:00,2024-06-29 17:00:00,84.8
2024-06-29 18:00:00,2024-06-29 18:00:00,0.0
2024-06-29 19:00:00,2024-06-29 19:00:00,0.0
2024-06-29 20:00:00,2024-06-29 20:00:00,0.0
2024-06-29 21:00:00,2024-06-29 21:00:00,0.0
2024-06-29 22:00:00,2024-06-29 22:00:00,0.0
2024-06-29 23:00:00,2024-06-29 23:00:00,0.0
2024-06-30 00:00:00,2024-06-30 00:00:00,0.0
2024-06-30 01:00:00,2024-06-30 01:00:00,0.0
2024-06-30 02:00:00,2024-06-30 02:00:00,0.0
2024-06-30 03:00:00,2024-06-30 03:00:00,0.0
2024-06-30 04:00:00,2024-06-30 04:00:00,0.0
2024-06-30 05:00:00,2024-06-30 05:00:00,0.0
2024-06-30 06:00:00,2024-06-30 06:00:00,60.62
2024-06-30 07:00:00,2024-06-30 07:00:00,204.8
2024-06-30 08:00:00,2024-06-30 08:00:00,375.17
2024-06-30 09:00:00,2024-06-30 09:00:00,568.7
2024-06-30 10:00:00,2024-06-30 10:00:00,660.78
2024-06-30 11:00:00,2024-06-30 11:00:00,777.72
2024-06-30 12:00:00,2024-06-30 12:00:00,821.28
2024-06-30 13:00:00,2024-06-30 13:00:00,669.5
2024-06-30 14:00:00,2024-06-30 14:00:00,537.6
2024-06-30 15:00:00,2024-06-30 15:00:00,371.05
2024-06-30 16:00:00,2024-06-30 16:00:00,206.62
2024-06-30 17:00:00,2024-06-30 17:00:00,80.43
2024-06-30 18:00:00,2024-06-30 18:00:00,0.0
2024-06-30 19:00:00,2024-06-30 19:00:00,0.0
2024-06-30 20:00:00,2024-06-30 20:00:00,0.0
2024-06-30 21:00:00,2024-06-30 21:00:00,0.0
2024-06-30 22:00:00,2024-06-30 22:00:00,0.0
2024-06-30 23:00:00,2024-06-30 23:00:00,0.0
2024-07-01 00:00:00,2024-07-01 00:00:00,0.0
2024-07-01 01:00:00,2024-07-01 01:00:00,0.0
2024-07-01 02:00:00,2024-07-01 02:00:00,0.0
2024-07-01 03:00:00,2024-07-01 03:00:00,0.0
2024-07-01 04:00:00,2024-07-01 04:00:00,0.0
2024-07-01 05:00:00,2024-07-01 05:00:00,0.0
2024-07-01 06:00:00,2024-07-01 06:00:00,61.78
2024-07-01 07:00:00,2024-07-01 07:00:00,234.93
2024-07-01 08:00:00,2024-07-01 08:00:00,434.42
2024-07-01 09:00:00,2024-07-01 09:00:00,653.2
2024-07-01 10:00:00,2024-07-01 10:00:00,831.65
2024-07-01 11:00:00,2024-07-01 11:00:00,901.92
2024-07-01 12:00:00,2024-07-01 12:00:00,895.08
2024-07-01 13:00:00,2024-07-01 13:00:00,813.8
2024-07-01 14:00:00,2024-07-01 14:00:00,672.05
2024-07-01 15:00:00,2024-07-01 15:00:00,373.05
2024-07-01 16:00:00,2024-07-01 16:00:00,210.07
2024-07-01 17:00:00,2024-07-01 17:00:00,82.82
2024-07-01 18:00:00,2024-07-01 18:00:00,0.0
2024-07-01 19:00:00,2024-07-01 19:00:00,0.0
2024-07-01 20:00:00,2024-07-01 20:00:00,0.0
2024-07-01 21:00:00,2024-07-01 21:00:00,0.0
2024-07-01 22:00:00,2024-07-01 22:00:00,0.0
2024-07-01 23:00:00,2024-07-01 23:00:00,0.0
2024-07-02 00:00:00,2024-07-02 00:00:00,0.0
2024-07-02 01:00:00,2024-07-02 01:00:00,0.0
2024-07-02 02:00:00,2024-07-02 02:00:00,0.0
2024-07-02 03:00:00,2024-07-02 03:00:00,0.0
2024-07-02 04:00:00,2024-07-02 04:00:00,0.0
2024-07-02 05:00:00,2024-07-02 05:00:00,0.0
2024-07-02 06:00:00,2024-07-02 06:00:00,52.35
2024-07-02 07:00:00,2024-07-02 07:00:00,199.23
2024-07-02 08:00:00,2024-07-02 08:00:00,396.52
2024-07-02 09:00:00,2024-07-02 09:00:00,437.8
2024-07-02 10:00:00,2024-07-02 10:00:00,502.98
2024-07-02 11:00:00,2024-07-02 11:00:00,643.65
2024-07-02 12:00:00,2024-07-02 12:00:00,694.2
2024-07-02 13:00:00,2024-07-02 13:00:00,593.75
2024-07-02 14:00:00,2024-07-02 14:00:00,413.75
2024-07-02 15:00:00,2024-07-02 15:00:00,339.85
2024-07-02 16:00:00,2024-07-02 16:00:00,207.85
2024-07-02 17:00:00,2024-07-02 17:00:00,79.2
2024-07-02 18:00:00,2024-07-02 18:00:00,0.0
2024-07-02 19:00:00,2024-07-02 19:00:00,0.0
2024-07-02 20:00:00,2024-07-02 20:00:00,0.0
2024-07-02 21:00:00,2024-07-02 21:00:00,0.0
2024-07-02 22:00:00,2024-07-02 22:00:00,0.0
2024-07-02 23:00:00,2024-07-02 23:00:00,0.0
2024-07-03 00:00:00,2024-07-03 00:00:00,0.0
2024-07-03 01:00:00,2024-07-03 01:00:00,0.0
2024-07-03 02:00:00,2024-07-03 02:00:00,0.0
2024-07-03 03:00:00,2024-07-03 03:00:00,0.0
2024-07-03 04:00:00,2024-07-03 04:00:00,0.0
2024-07-03 05:00:00,2024-07-03 05:00:00,0.0
2024-07-03 06:00:00,2024-07-03 06:00:00,43.08
2024-07-03 07:00:00,2024-07-03 07:00:00,152.12
2024-07-03 08:00:00,2024-07-03 08:00:00,296.45
2024-07-03 09:00:00,2024-07-03 09:00:00,403.45
2024-07-03 10:00:00,2024-07-03 10:00:00,526.75
2024-07-03 11:00:00,2024-07-03 11:00:00,692.55
2024-07-03 12:00:00,2024-07-03 12:00:00,826.15
2024-07-03 13:00:00,2024-07-03 13:00:00,759.97
2024-07-03 14:00:00,2024-07-03 14:00:00,616.12
2024-07-03 15:00:00,2024-07-03 15:00:00,378.1
2024-07-03 16:00:00,2024-07-03 16:00:00,223.5
2024-07-03 17:00:00,2024-07-03 17:00:00,76.8
2024-07-03 18:00:00,2024-07-03 18:00:00,2.72
2024-07-03 19:00:00,2024-07-03 19:00:00,0.0
2024-07-03 20:00:00,2024-07-03 20:00:00,0.0
2024-07-03 21:00:00,2024-07-03 21:00:00,0.0
2024-07-03 22:00:00,2024-07-03 22:00:00,0.0
2024-07-03 23:00:00,2024-07-03 23:00:00,0.0
2024-07-04 00:00:00,2024-07-04 00:00:00,0.0
2024-07-04 01:00:00,2024-07-04 01:00:00,0.0
2024-07-04 02:00:00,2024-07-04 02:00:00,0.0
2024-07-04 03:00:00,2024-07-04 03:00:00,0.0
2024-07-04 04:00:00,2024-07-04 04:00:00,0.0
2024-07-04 05:00:00,2024-07-04 05:00:00,0.0
2024-07-04 06:00:00,2024-07-04 06:00:00,33.72
2024-07-04 07:00:00,2024-07-04 07:00:00,121.12
2024-07-04 08:00:00,2024-07-04 08:00:00,243.55
2024-07-04 09:00:00,2024-07-04 09:00:00,341.23
2024-07-04 10:00:00,2024-07-04 10:00:00,424.98
2024-07-04 11:00:00,2024-07-04 11:00:00,521.8
2024-07-04 12:00:00,2024-07-04 12:00:00,643.03
2024-07-04 13:00:00,2024-07-04 13:00:00,632.85
2024-07-04 14:00:00,2024-07-04 14:00:00,525.08
2024-07-04 15:00:00,2024-07-04 15:00:00,390.45
2024-07-04 16:00:00,2024-07-04 16:00:00,221.48
2024-07-04 17:00:00,2024-07-04 17:00:00,73.75
2024-07-04 18:00:00,2024-07-04 18:00:00,2.03
2024-07-04 19:00:00,2024-07-04 19:00:00,0.0
2024-07-04 20:00:00,2024-07-04 20:00:00,0.0
2024-07-04 21:00:00,2024-07-04 21:00:00,0.0
2024-07-04 22:00:00,2024-07-04 22:00:00,0.0
2024-07-04 23:00:00,2024-07-04 23:00:00,0.0
2024-07-05 00:00:00,2024-07-05 00:00:00,0.0
2024-07-05 01:00:00,2024-07-05 01:00:00,0.0
2024-07-05 02:00:00,2024-07-05 02:00:00,0.0
2024-07-05 03:00:00,2024-07-05 03:00:00,0.0
2024-07-05 04:00:00,2024-07-05 04:00:00,0.0
2024-07-05 05:00:00,2024-07-05 05:00:00,0.0
2024-07-05 06:00:00,2024-07-05 06:00:00,17.83
2024-07-05 07:00:00,2024-07-05 07:00:00,73.72
2024-07-05 08:00:00,2024-07-05 08:00:00,68.32
2024-07-05 09:00:00,2024-07-05 09:00:00,106.68
2024-07-05 10:00:00,2024-07-05 10:00:00,146.12
2024-07-05 11:00:00,2024-07-05 11:00:00,224.38
2024-07-05 12:00:00,2024-07-05 12:00:00,310.15
2024-07-05 13:00:00,2024-07-05 13:00:00,481.1
2024-07-05 14:00:00,2024-07-05 14:00:00,373.3
2024-07-05 15:00:00,2024-07-05 15:00:00,247.65
2024-07-05 16:00:00,2024-07-05 16:00:00,147.75
2024-07-05 17:00:00,2024-07-05 17:00:00,55.5
2024-07-05 18:00:00,2024-07-05 18:00:00,2.22
2024-07-05 19:00:00,2024-07-05 19:00:00,0.0
2024-07-05 20:00:00,2024-07-05 20:00:00,0.0
2024-07-05 21:00:00,2024-07-05 21:00:00,0.0
2024-07-05 22:00:00,2024-07-05 22:00:00,0.0
2024-07-05 23:00:00,2024-07-05 23:00:00,0.0
2024-07-06 00:00:00,2024-07-06 00:00:00,0.0
2024-07-06 01:00:00,2024-07-06 01:00:00,0.0
2024-07-06 02:00:00,2024-07-06 02:00:00,0.0
2024-07-06 03:00:00,2024-07-06 03:00:00,0.0
2024-07-06 04:00:00,2024-07-06 04:00:00,0.0
2024-07-06 05:00:00,2024-07-06 05:00:00,0.0
